,id,release_date,movie,production_budget,domestic_gross_x,worldwide_gross,year_x,movie_and_year,profit,profit_margin,budget_tier,title,studio,domestic_gross_y,foreign_gross,year_y
151,42,2015-09-25,Hotel Transylvania 2,80000000.0,169700110.0,469500298.0,2015,Hotel Transylvania 2 - 2015,389500298.0,82.9606071943324,super-high budget,Hotel Transylvania 2,Sony,169700000.0,305100000,2015
152,68,2014-10-17,Fury,80000000.0,85817906.0,210315681.0,2014,Fury - 2014,130315681.0,61.96194234323402,super-high budget,,,,,
153,69,2018-09-28,Smallfoot,80000000.0,83240103.0,213691277.0,2018,Smallfoot - 2018,133691277.0,62.562814391342705,super-high budget,Smallfoot,WB,83200000.0,130900000,2018
154,81,2019-06-07,The Secret Life of Pets 2,80000000.0,63795655.0,113351496.0,2019,The Secret Life of Pets 2 - 2019,33351496.0,29.423075280806177,super-high budget,,,,,
155,96,2015-10-23,The Last Witch Hunter,80000000.0,27367660.0,130818912.0,2015,The Last Witch Hunter - 2015,50818912.0,38.8467624619902,super-high budget,The Last Witch Hunter,LG/S,27400000.0,119600000,2015
156,97,2014-02-21,Pompeii,80000000.0,23169033.0,108469033.0,2014,Pompeii - 2014,28469033.0,26.24623103259342,super-high budget,Pompeii,TriS,23200000.0,94600000,2014
157,19,2016-02-12,The Little Prince,77500000.0,1311213.0,102028919.0,2016,The Little Prince - 2016,24528919.0,24.041143668296634,super-high budget,The Little Prince,EOne,1300000.0,96200000,2016
158,21,2018-07-20,The Equalizer 2,77000000.0,102084362.0,190453132.0,2018,The Equalizer 2 - 2018,113453132.0,59.57010567828309,super-high budget,The Equalizer 2,Sony,102100000.0,88300000,2018
159,26,2016-07-08,The Secret Life of Pets,75000000.0,368384330.0,886750534.0,2016,The Secret Life of Pets - 2016,811750534.0,91.54215338764035,super-high budget,The Secret Life of Pets,Uni.,368400000.0,507100000,2016
160,28,2018-11-09,Dr Seussâ The Grinch,75000000.0,270620950.0,511002426.0,2018,Dr Seussâ The Grinch - 2018,436002426.0,85.32296596180935,super-high budget,,,,,
161,29,2016-12-21,Sing,75000000.0,270329045.0,634454789.0,2016,Sing - 2016,559454789.0,88.17882671857332,super-high budget,Sing,Uni.,270400000.0,363800000,2016
162,30,2017-06-30,Despicable Me 3,75000000.0,264624300.0,1034727750.0,2017,Despicable Me 3 - 2017,959727750.0,92.75171657472218,super-high budget,Despicable Me 3,Uni.,264600000.0,770200000,2017
163,43,2018-08-03,Christopher Robin,75000000.0,99215042.0,197504758.0,2018,Christopher Robin - 2018,122504758.0,62.02623128704575,super-high budget,,,,,
164,55,2015-08-14,The Man From UNCLE,75000000.0,45445109.0,104949584.0,2015,The Man From UNCLE - 2015,29949584.0,28.537115497284866,super-high budget,,,,,
165,64,2016-10-28,Inferno,75000000.0,34343574.0,219519367.0,2016,Inferno - 2016,144519367.0,65.83444958640028,super-high budget,Inferno,Sony,34300000.0,185700000,2016
166,73,2015-07-10,Minions,74000000.0,336045770.0,1160336173.0,2015,Minions - 2015,1086336173.0,93.62253787118641,super-high budget,Minions,Uni.,336000000.0,823400000,2015
167,74,2015-02-06,The SpongeBob Movie Sponge Out of Water,74000000.0,162994032.0,311013181.0,2015,The SpongeBob Movie Sponge Out of Water - 2015,237013181.0,76.20679620006202,super-high budget,,,,,
168,77,2016-05-20,The Angry Birds Movie,73000000.0,107509366.0,352327887.0,2016,The Angry Birds Movie - 2016,279327887.0,79.28066363932186,super-high budget,The Angry Birds Movie,Sony,107500000.0,244800000,2016
169,99,2018-06-08,Oceanâs 8,70000000.0,140218711.0,297115976.0,2018,Oceanâs 8 - 2018,227115976.0,76.44017634379917,super-high budget,,,,,
170,5,2017-11-10,Daddyâs Home 2,70000000.0,104029443.0,175807183.0,2017,Daddyâs Home 2 - 2017,105807183.0,60.18365188184603,super-high budget,,,,,
171,14,2014-02-07,The Monuments Men,70000000.0,78031620.0,158702748.0,2014,The Monuments Men - 2014,88702748.0,55.892383161506444,super-high budget,The Monuments Men,Sony,78000000.0,77000000,2014
172,15,2016-09-23,Storks,70000000.0,72679278.0,183353431.0,2016,Storks - 2016,113353431.0,61.82236698914022,super-high budget,Storks,WB,72700000.0,110700000,2016
173,20,2017-09-22,The Lego Ninjago Movie,70000000.0,59281555.0,122737201.0,2017,The Lego Ninjago Movie - 2017,52737201.0,42.9675767170216,super-high budget,,,,,
174,21,2014-10-10,Dracula Untold,70000000.0,55991880.0,220241723.0,2014,Dracula Untold - 2014,150241723.0,68.21673975007906,super-high budget,Dracula Untold,Uni.,56300000.0,160800000,2014
175,52,2018-03-02,Red Sparrow,69000000.0,46874505.0,145951861.0,2018,Red Sparrow - 2018,76951861.0,52.72413826912423,high budget,Red Sparrow,Fox,46900000.0,104700000,2018
176,55,2015-06-26,Ted 2,68000000.0,81476385.0,217214143.0,2015,Ted 2 - 2015,149214143.0,68.69448781702948,high budget,Ted 2,Uni.,81500000.0,135200000,2015
177,70,2014-03-14,Need for Speed,66000000.0,43568507.0,194169619.0,2014,Need for Speed - 2014,128169619.0,66.00910052771954,high budget,Need for Speed,BV,43600000.0,159700000,2014
178,77,2018-07-13,Hotel Transylvania 3 Summer Vacation,65000000.0,167500092.0,527079962.0,2018,Hotel Transylvania 3 Summer Vacation - 2018,462079962.0,87.66790531111103,high budget,,,,,
179,82,2014-12-25,Unbroken,65000000.0,115637895.0,163527824.0,2014,Unbroken - 2014,98527824.0,60.2514126281042,high budget,Unbroken,Uni.,115600000.0,47800000,2014
180,83,2015-06-05,Spy,65000000.0,110825712.0,232585748.0,2015,Spy - 2015,167585748.0,72.05331772951111,high budget,Spy,Fox,110800000.0,124800000,2015
181,89,2014-12-19,Annie,65000000.0,85911262.0,139829625.0,2014,Annie - 2014,74829625.0,53.51485781357134,high budget,,,,,
182,91,2016-08-12,Peteâs Dragon,65000000.0,76233151.0,137768975.0,2016,Peteâs Dragon - 2016,72768975.0,52.81956623397974,high budget,,,,,
183,99,2015-02-27,Focus,65000000.0,53862963.0,168065700.0,2015,Focus - 2015,103065700.0,61.32464863443284,high budget,,,,,
184,3,2015-09-18,Everest,65000000.0,43482270.0,221297061.0,2015,Everest - 2015,156297061.0,70.62771656059182,high budget,,,,,
185,14,2014-01-24,I Frankenstein,65000000.0,19075290.0,74575290.0,2014,I Frankenstein - 2014,9575290.0,12.839762339509509,high budget,,,,,
186,20,2015-09-04,Tian jiang xiong shi,65000000.0,74070.0,122519874.0,2015,Tian jiang xiong shi - 2015,57519874.0,46.94738259361906,high budget,,,,,
187,28,2017-09-15,American Assassin,63000000.0,36249674.0,68310140.0,2017,American Assassin - 2017,5310140.0,7.7735750504976275,high budget,American Assassin,LGF,36200000.0,31000000,2017
188,33,2015-12-25,The Hateful Eight,62000000.0,54117416.0,147864886.0,2015,The Hateful Eight - 2015,85864886.0,58.069828694826164,high budget,The Hateful Eight,Wein.,54100000.0,101600000,2015
189,36,2014-10-03,Gone Girl,61000000.0,167767189.0,368567189.0,2014,Gone Girl - 2014,307567189.0,83.44942202654941,high budget,Gone Girl,Fox,167800000.0,201600000,2014
190,38,2015-09-18,Maze Runner The Scorch Trials,61000000.0,81697192.0,310566162.0,2015,Maze Runner The Scorch Trials - 2015,249566162.0,80.35845257346485,high budget,,,,,
191,40,2018-01-26,Maze Runner The Death Cure,61000000.0,58032443.0,265878536.0,2018,Maze Runner The Death Cure - 2018,204878536.0,77.05719276263805,high budget,,,,,
192,41,2019-01-11,A Dogâs Way Home,61000000.0,41952715.0,81149689.0,2019,A Dogâs Way Home - 2019,20149689.0,24.830272608931377,high budget,,,,,
193,42,2016-02-19,Mei Ren Yu,60720000.0,3229457.0,554516671.0,2016,Mei Ren Yu - 2016,493796671.0,89.0499234422476,high budget,,,,,
194,44,2014-02-07,The Lego Movie,60000000.0,257784718.0,457729388.0,2014,The Lego Movie - 2014,397729388.0,86.8918182723282,high budget,,,,,
195,50,2016-09-09,Sully,60000000.0,125070033.0,238524556.0,2016,Sully - 2016,178524556.0,74.84535722183672,high budget,Sully,WB,125100000.0,115700000,2016
196,80,2016-03-04,London Has Fallen,60000000.0,62524260.0,195194085.0,2016,London Has Fallen - 2016,135194085.0,69.26136363199736,high budget,London Has Fallen,Focus,62500000.0,143200000,2016
197,85,2016-10-21,Jack Reacher Never Go Back,60000000.0,58697076.0,159946489.0,2016,Jack Reacher Never Go Back - 2016,99946489.0,62.48745416349839,high budget,,,,,
198,86,2017-05-25,Baywatch,60000000.0,58060186.0,175863783.0,2017,Baywatch - 2017,115863783.0,65.88268546457914,high budget,Baywatch,Par.,58100000.0,119800000,2017
199,88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,2015,Joy - 2015,41134059.0,40.67280538992309,high budget,Joy,Fox,56500000.0,44700000,2015
200,94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,2014,The Boxtrolls - 2014,51946251.0,46.40285006060631,high budget,The Boxtrolls,Focus,50800000.0,58400000,2014
201,95,2017-08-04,The Dark Tower,60000000.0,50701325.0,113461527.0,2017,The Dark Tower - 2017,53461527.0,47.118638725882825,high budget,The Dark Tower,Sony,50700000.0,62500000,2017
202,97,2014-01-17,Jack Ryan Shadow Recruit,60000000.0,50577412.0,131377412.0,2014,Jack Ryan Shadow Recruit - 2014,71377412.0,54.33004876058908,high budget,,,,,
203,100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,2018,Vice - 2018,10883171.0,15.353674005357352,high budget,Vice,Annapurna,47800000.0,28200000,2018
204,5,2017-04-07,Smurfs The Lost Village,60000000.0,45020282.0,197578586.0,2017,Smurfs The Lost Village - 2017,137578586.0,69.63233657315475,high budget,,,,,
205,6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,2018,First Man - 2018,45203825.0,42.96785311750785,high budget,First Man,Uni.,44900000.0,60800000,2018
206,23,2019-02-08,Cold Pursuit,60000000.0,32138862.0,62599159.0,2019,Cold Pursuit - 2019,2599159.0,4.15206696307214,high budget,,,,,
207,51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000.0,709982.0,194058503.0,2016,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing - 2016,134058503.0,69.08148879206803,high budget,,,,,
208,54,2018-03-23,Sherlock Gnomes,59000000.0,43242871.0,87527651.0,2018,Sherlock Gnomes - 2018,28527651.0,32.592730039105014,high budget,Sherlock Gnomes,Par.,43200000.0,47100000,2018
209,56,2016-02-12,Deadpool,58000000.0,363070709.0,801025593.0,2016,Deadpool - 2016,743025593.0,92.75928253643202,high budget,Deadpool,Fox,363100000.0,420000000,2016
210,57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,2014,American Sniper - 2014,489326372.0,89.4030320906956,high budget,American Sniper,WB,350100000.0,197300000,2014
211,58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,2015,Goosebumps - 2015,100905324.0,63.50027894597163,high budget,Goosebumps,Sony,80100000.0,70100000,2015
212,66,2017-03-24,Life,58000000.0,30234022.0,100929666.0,2017,Life - 2017,42929666.0,42.53423963574793,high budget,,,,,
213,77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,2014,Into the Woods - 2014,156916401.0,73.62943455487502,high budget,Into the Woods,BV,128000000.0,85100000,2014
214,81,2016-01-22,Zhuo yao ji,56000000.0,32766.0,359495591.0,2016,Zhuo yao ji - 2016,303495591.0,84.42261841258576,high budget,,,,,
215,84,2018-11-02,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,2018,Bohemian Rhapsody - 2018,839985342.0,93.85464795690474,high budget,Bohemian Rhapsody,Fox,216400000.0,687200000,2018
216,91,2017-02-10,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,2017,Fifty Shades Darker - 2017,326398492.0,85.57938713611904,high budget,Fifty Shades Darker,Uni.,114600000.0,267000000,2017
217,95,2017-11-10,Murder on the Orient Express,55000000.0,102826543.0,345922730.0,2017,Murder on the Orient Express - 2017,290922730.0,84.10049550661213,high budget,,,,,
218,96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,2014,The Equalizer - 2014,137903624.0,71.48835316852316,high budget,The Equalizer,Sony,101500000.0,90800000,2014
219,97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,2018,Fifty Shades Freed - 2018,316350619.0,85.18919932108689,high budget,Fifty Shades Freed,Uni.,100400000.0,271500000,2018
220,5,2015-01-16,Paddington,55000000.0,76223578.0,258789097.0,2015,Paddington - 2015,203789097.0,78.74717264460334,high budget,Paddington,W/Dim.,76300000.0,191800000,2015
221,20,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,2014,Muppets Most Wanted - 2014,24312301.0,30.653884319911484,high budget,Muppets Most Wanted,BV,51200000.0,29200000,2014
222,22,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,2016,Kubo and the Two Strings - 2016,22548122.0,29.07629665100078,high budget,Kubo and the Two Strings,Focus,48000000.0,21900000,2016
223,33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,2015,Crimson Peak - 2015,19966854.0,26.634242914875415,high budget,Crimson Peak,Uni.,31100000.0,43600000,2015
224,59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,2015,Black Mass - 2015,45837872.0,46.37683012843498,high budget,Black Mass,WB,62600000.0,37200000,2015
225,79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,2018,Alpha - 2018,48624873.0,48.80796485431907,high budget,Alpha,Studio 8,35900000.0,62300000,2018
226,85,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,2014,22 Jump Street - 2014,281333876.0,84.90948145610079,high budget,22 Jump Street,Sony,191700000.0,139600000,2014
227,88,2015-12-25,Daddyâs Home,50000000.0,150357137.0,242757137.0,2015,Daddyâs Home - 2015,192757137.0,79.40328320810605,high budget,,,,,
228,91,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0,2016,Central Intelligence - 2016,167194805.0,76.9791915603138,high budget,Central Intelligence,WB (NL),127400000.0,89500000,2016
229,96,2018-11-21,Creed II,50000000.0,115715889.0,213591522.0,2018,Creed II - 2018,163591522.0,76.59083116604225,high budget,Creed II,MGM,115700000.0,98300000,2018
230,97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,2018,Peter Rabbit - 2018,297136477.0,85.59644309577988,high budget,Peter Rabbit,Sony,115300000.0,236000000,2018
231,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,2018,The Mule - 2018,120857676.0,70.73587726898498,high budget,The Mule,WB,103800000.0,68700000,2018
232,2,2014-02-28,NonStop,50000000.0,91742160.0,222383055.0,2014,NonStop - 2014,172383055.0,77.51627254153874,high budget,,,,,
233,7,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216562312.0,2017,The Emoji Movie - 2017,166562312.0,76.91195686902346,high budget,The Emoji Movie,Sony,86100000.0,131699999,2017
234,9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,2017,The Post - 2017,129748880.0,72.18341499540915,high budget,The Post,Fox,81900000.0,97900000,2017
235,24,2014-07-18,Planes Fire and Rescue,50000000.0,59157732.0,156399644.0,2014,Planes Fire and Rescue - 2014,106399644.0,68.03061776790233,high budget,,,,,
236,30,2016-01-15,13 Hours The Secret Soldiers of Benghazi,50000000.0,52853219.0,69411370.0,2016,13 Hours The Secret Soldiers of Benghazi - 2016,19411370.0,27.965692076096467,high budget,,,,,
237,32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,2017,American Made - 2017,85569212.0,63.11846970092295,high budget,American Made,Uni.,51300000.0,83500000,2017
238,35,2014-10-17,The Book of Life,50000000.0,50151543.0,97651543.0,2014,The Book of Life - 2014,47651543.0,48.79753205742996,high budget,,,,,
239,40,2014-08-08,Into the Storm,50000000.0,47602194.0,150429371.0,2014,Into the Storm - 2014,100429371.0,66.76181009890682,high budget,,,,,
240,41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,2014,The Judge - 2014,26119388.0,34.31371255901322,high budget,The Judge,WB,47100000.0,37300000,2014
241,45,2016-08-19,War Dogs,50000000.0,43034523.0,86234503.0,2016,War Dogs - 2016,36234503.0,42.018567672385146,high budget,War Dogs,WB,43000000.0,43200000,2016
242,56,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0,2016,The Nice Guys - 2016,9596747.0,16.102803396299468,high budget,The Nice Guys,WB,36300000.0,26500000,2016
243,64,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,2016,Zoolander 2 - 2016,5348693.0,9.663630178222999,high budget,Zoolander 2,Par.,28800000.0,27900000,2016
244,70,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,2015,Run All Night - 2015,16961644.0,25.330387646993852,high budget,Run All Night,WB,26500000.0,45200000,2015
245,11,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,2015,Chappie - 2015,56002056.0,53.33424709321882,middle budget,Chappie,Sony,31600000.0,70500000,2015
246,18,2015-01-09,Taken 3,48000000.0,89256424.0,327656424.0,2015,Taken 3 - 2015,279656424.0,85.35050849483726,middle budget,Taken 3,Fox,89300000.0,237200000,2015
247,20,2018-11-16,Instant Family,48000000.0,67363237.0,119736188.0,2018,Instant Family - 2018,71736188.0,59.911868916354685,middle budget,Instant Family,Par.,67400000.0,53200000,2018
248,34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,2016,Arrival - 2016,156127894.0,76.86186811940264,middle budget,Arrival,Par.,100500000.0,102800000,2016
249,58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,2017,Pitch Perfect 3 - 2017,140736412.0,75.77211731644735,middle budget,Pitch Perfect 3,Uni.,104900000.0,80500000,2017
250,68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,2016,The Girl on the Train - 2016,129278214.0,74.17921668625776,middle budget,,,,,
251,81,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91323299.0,2016,Office Christmas Party - 2016,46323299.0,50.724513357757694,middle budget,Office Christmas Party,Par.,54800000.0,59700000,2016
252,90,2014-05-23,Blended,45000000.0,46290741.0,127990741.0,2014,Blended - 2014,82990741.0,64.8412067557293,middle budget,Blended,WB,46300000.0,81700000,2014
253,91,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0,2017,All Eyez on Me - 2017,9876855.0,17.998216187862806,middle budget,All Eyez on Me,LG/S,44900000.0,,2017
254,41,2017-01-06,A Monster Calls,43000000.0,3740823.0,46414530.0,2017,A Monster Calls - 2017,3414530.0,7.356597169033059,middle budget,,,,,
255,51,2017-05-12,Snatched,42000000.0,45852178.0,57852177.0,2017,Snatched - 2017,15852177.0,27.40117627725574,middle budget,Snatched,Fox,45900000.0,15000000,2017
256,71,2019-05-31,Rocketman,41000000.0,57342725.0,108642725.0,2019,Rocketman - 2019,67642725.0,62.26162405259993,middle budget,,,,,
257,78,2015-02-13,Fifty Shades of Grey,40000000.0,166167230.0,570998101.0,2015,Fifty Shades of Grey - 2015,530998101.0,92.99472276178375,middle budget,Fifty Shades of Grey,Uni.,166200000.0,404800000,2015
258,81,2019-05-17,John Wick Chapter 3 â Parabellum,40000000.0,141744320.0,256498033.0,2019,John Wick Chapter 3 â Parabellum - 2019,216498033.0,84.40533850019817,middle budget,,,,,
259,83,2014-07-25,Lucy,40000000.0,126573960.0,457507776.0,2014,Lucy - 2014,417507776.0,91.25697920378079,middle budget,Lucy,Uni.,126700000.0,336700000,2014
260,90,2016-06-10,The Conjuring 2 The Enfield Poltergeist,40000000.0,102470008.0,311262102.0,2016,The Conjuring 2 The Enfield Poltergeist - 2016,271262102.0,87.14909404550639,middle budget,,,,,
261,94,2017-02-10,John Wick Chapter Two,40000000.0,92029184.0,171350009.0,2017,John Wick Chapter Two - 2017,131350009.0,76.65596854447787,middle budget,,,,,
262,95,2016-01-15,Ride Along 2,40000000.0,90862685.0,124827316.0,2016,Ride Along 2 - 2016,84827316.0,67.95573174063921,middle budget,Ride Along 2,Uni.,91200000.0,33400000,2016
263,97,2015-03-27,Get Hard,40000000.0,90411453.0,106511453.0,2015,Get Hard - 2015,66511453.0,62.445353177183684,middle budget,Get Hard,WB,90400000.0,21400000,2015
264,100,2016-10-14,The Accountant,40000000.0,86260045.0,152962083.0,2016,The Accountant - 2016,112962083.0,73.84972849774803,middle budget,The Accountant,WB,86300000.0,68900000,2016
265,1,2014-11-14,Dumb and Dumber To,40000000.0,86208010.0,156553592.0,2014,Dumb and Dumber To - 2014,116553592.0,74.44964405543631,middle budget,Dumb and Dumber To,Uni.,86200000.0,83600000,2014
266,2,2014-04-25,The Other Woman,40000000.0,83911193.0,195111193.0,2014,The Other Woman - 2014,155111193.0,79.49886965223979,middle budget,,,,,
267,6,2015-09-25,The Intern,40000000.0,75764672.0,197115710.0,2015,The Intern - 2015,157115710.0,79.70735057089057,middle budget,The Intern,WB,75800000.0,118800000,2015
268,10,2015-10-16,Bridge of Spies,40000000.0,72313754.0,162498338.0,2015,Bridge of Spies - 2015,122498338.0,75.38436362346057,middle budget,Bridge of Spies,BV,72300000.0,93200000,2015
269,16,2018-09-21,The House with a Clock in its Walls,40000000.0,68549695.0,126331750.0,2018,The House with a Clock in its Walls - 2018,86331750.0,68.33733404310476,middle budget,,,,,
270,17,2016-11-04,Hacksaw Ridge,40000000.0,67209615.0,168904682.0,2016,Hacksaw Ridge - 2016,128904682.0,76.31800402075297,middle budget,Hacksaw Ridge,LGF,67200000.0,108100000,2016
271,31,2014-11-26,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,2014,Horrible Bosses 2 - 2014,65945357.0,62.24468808010152,middle budget,Horrible Bosses 2,WB,54400000.0,53200000,2014
272,43,2014-06-20,Jersey Boys,40000000.0,47047013.0,65282732.0,2014,Jersey Boys - 2014,25282732.0,38.72805445703467,middle budget,Jersey Boys,WB,47000000.0,20600000,2014
273,48,2014-05-30,A Million Ways to Die in The West,40000000.0,42720965.0,86778557.0,2014,A Million Ways to Die in The West - 2014,46778557.0,53.90566358461112,middle budget,,,,,
274,50,2018-11-16,Widows,40000000.0,42402632.0,73866088.0,2018,Widows - 2018,33866088.0,45.84795122763236,middle budget,Widows,Fox,42400000.0,33600000,2018
275,54,2014-07-18,Sex Tape,40000000.0,38543473.0,126069509.0,2014,Sex Tape - 2014,86069509.0,68.27147157366973,middle budget,Sex Tape,Sony,38500000.0,87500000,2014
276,62,2018-01-12,The Commuter,40000000.0,36343858.0,101985431.0,2018,The Commuter - 2018,61985431.0,60.77871161813299,middle budget,The Commuter,LGF,36300000.0,83600000,2018
277,69,2016-12-21,Patriots Day,40000000.0,31886361.0,52837989.0,2016,Patriots Day - 2016,12837989.0,24.296891768534188,middle budget,Patriots Day,LGF,31900000.0,18700000,2016
278,75,2019-05-03,Long Shot,40000000.0,30202860.0,43711031.0,2019,Long Shot - 2019,3711031.0,8.489918711823567,middle budget,,,,,
279,81,2017-08-11,The Nut Job 2 Nutty by Nature,40000000.0,28370522.0,57438389.0,2017,The Nut Job 2 Nutty by Nature - 2017,17438389.0,30.360163827018198,middle budget,,,,,
280,84,2017-01-27,Resident Evil The Final Chapter,40000000.0,26844692.0,314101190.0,2017,Resident Evil The Final Chapter - 2017,274101190.0,87.26525041181793,middle budget,,,,,
281,94,2016-08-26,Mechanic Resurrection,40000000.0,21218403.0,109738840.0,2016,Mechanic Resurrection - 2016,69738840.0,63.549824291928005,middle budget,,,,,
282,27,2014-06-27,Snowpiercer,40000000.0,4563029.0,88069880.0,2014,Snowpiercer - 2014,48069880.0,54.58152094677544,middle budget,Snowpiercer,RTWC,4600000.0,82200000,2014
283,59,2017-06-02,Captain Underpants The First Epic Movie,38000000.0,73921000.0,126577874.0,2017,Captain Underpants The First Epic Movie - 2017,88577874.0,69.97895540574493,middle budget,,,,,
284,60,2015-04-17,Paul Blart Mall Cop 2,38000000.0,71091594.0,107650646.0,2015,Paul Blart Mall Cop 2 - 2015,69650646.0,64.7006298503773,middle budget,,,,,
285,62,2016-12-23,Why Him,38000000.0,60323786.0,117425156.0,2016,Why Him - 2016,79425156.0,67.6389614504749,middle budget,,,,,
286,69,2016-01-22,The 5th Wave,38000000.0,34912982.0,111336398.0,2016,The 5th Wave - 2016,73336398.0,65.8692029896638,middle budget,The 5th Wave,Sony,34900000.0,75000000,2016
287,85,2019-01-11,The Upside,37500000.0,108235497.0,119024536.0,2019,The Upside - 2019,81524536.0,68.49389104108752,middle budget,,,,,
288,91,2015-11-25,Creed,37000000.0,109767581.0,173567581.0,2015,Creed - 2015,136567581.0,78.68265502876369,middle budget,Creed,WB (NL),109800000.0,63800000,2015
289,94,2018-02-23,Game Night,37000000.0,69179066.0,117378084.0,2018,Game Night - 2018,80378084.0,68.47793153618012,middle budget,Game Night,WB (NL),69200000.0,48500000,2018
290,98,2016-02-12,How to be Single,37000000.0,46843513.0,100003780.0,2016,How to be Single - 2016,63003780.0,63.001398547134926,middle budget,,,,,
291,5,2018-10-05,A Star is Born,36000000.0,215288866.0,433449571.0,2018,A Star is Born - 2018,397449571.0,91.69453555647884,middle budget,,,,,
292,12,2014-09-12,Dolphin Tale 2,36000000.0,42024533.0,57824533.0,2014,Dolphin Tale 2 - 2014,21824533.0,37.74268786571955,middle budget,Dolphin Tale 2,WB,42000000.0,15800000,2014
293,13,2016-12-16,Collateral Beauty,36000000.0,31016021.0,85309093.0,2016,Collateral Beauty - 2016,49309093.0,57.800512543252566,middle budget,Collateral Beauty,WB (NL),31000000.0,57500000,2016
294,20,2016-01-22,Yip Man 3,36000000.0,2679437.0,157300954.0,2016,Yip Man 3 - 2016,121300954.0,77.1139340960386,middle budget,,,,,
295,24,2017-09-08,It,35000000.0,327481748.0,697457969.0,2017,It - 2017,662457969.0,94.98177645741403,middle budget,It,WB (NL),327500000.0,372900000,2017
296,36,2015-07-17,Trainwreck,35000000.0,110212700.0,141123897.0,2015,Trainwreck - 2015,106123897.0,75.19909757027189,middle budget,Trainwreck,Uni.,110200000.0,30600000,2015
297,56,2016-05-20,Neighbors 2 Sorority Rising,35000000.0,55340730.0,108757621.0,2016,Neighbors 2 Sorority Rising - 2016,73757621.0,67.81834718506761,middle budget,,,,,
298,59,2018-06-29,Sicario Day of the Soldado,35000000.0,50065850.0,75885196.0,2018,Sicario Day of the Soldado - 2018,40885196.0,53.877697041198914,middle budget,,,,,
299,62,2015-05-22,Poltergeist,35000000.0,47425125.0,95713069.0,2015,Poltergeist - 2015,60713069.0,63.432370975378504,middle budget,,,,,
300,63,2018-10-12,Goosebumps 2 Haunted Halloween,35000000.0,46697321.0,93291478.0,2018,Goosebumps 2 Haunted Halloween - 2018,58291478.0,62.48317558008889,middle budget,,,,,
301,64,2018-01-19,12 Strong,35000000.0,45819713.0,71118378.0,2018,12 Strong - 2018,36118378.0,50.78627918088908,middle budget,12 Strong,WB,45800000.0,21600000,2018
302,78,2018-08-17,Mile 22,35000000.0,36108758.0,66295121.0,2018,Mile 22 - 2018,31295121.0,47.20576797800852,middle budget,Mile 22,STX,36100000.0,30200000,2018
303,79,2015-05-08,Hot Pursuit,35000000.0,34580201.0,45671512.0,2015,Hot Pursuit - 2015,10671512.0,23.365795290508444,middle budget,Hot Pursuit,WB (NL),34600000.0,17100000,2015
304,80,2015-12-25,Concussion,35000000.0,34531832.0,50363790.0,2015,Concussion - 2015,15363790.0,30.505627157924376,middle budget,,,,,
305,81,2017-10-13,The Foreigner,35000000.0,34393507.0,140783360.0,2017,The Foreigner - 2017,105783360.0,75.13910734905033,middle budget,The Foreigner,STX,34400000.0,111000000,2017
306,89,2018-06-01,Adrift,35000000.0,31445011.0,57897191.0,2018,Adrift - 2018,22897191.0,39.548017105009464,middle budget,Adrift,STX,31400000.0,28500000,2018
